nb_bit	taps	seed	TF coverage	num of test patterns	weights	freq of zeros
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	67.9199%	4000	0.5, 0.25	0.8, 0.2	0.505989
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1]	69.0443%	4000	0.5, 0.75	0.5	0.517607
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1]	68.0956%	4000	0.5, 0.75	0.9, 0.1	0.526317
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	66.4090%	4000	0.5, 0.75	0.5	0.628764
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	68.0253%	4000	0.5, 0.75	0.9, 0.1	0.527717
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1]	69.0443%	4000	0.5, 0.125	0.5	0.517607
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1]	68.0253%	4000	0.5, 0.125	0.9, 0.1	0.467267
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	64.7927%	4000	0.5, 0.125	0.5	0.333513
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	67.9902%	4000	0.5, 0.125	0.9, 0.1	0.467282
17	17, 16, 15, 14	[0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]	69.0443%	4000	0.25, 0.5, 0.75	0.3333333333333333	0.517607
17	17, 16, 15, 14	[1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]	68.4821%	4000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.528880
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	66.7955%	4000	0.25, 0.5, 0.75	0.3333333333333333	0.597367
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	68.7280%	4000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.529350
17	17, 16, 15, 14	[1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1][0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]	69.0443%	4000	0.125, 0.25, 0.5, 0.75	0.25	0.517607
17	17, 16, 15, 14	[0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1][0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0][1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]	68.0956%	4000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.496309
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	67.1820%	4000	0.125, 0.25, 0.5, 0.75	0.25	0.489578
17	17, 16, 15, 14	[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]	67.1469%	4000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.496606
20	20, 19, 16, 14	[0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]	61.1736%	1000	0.5	1.0	0.502320
20	20, 19, 16, 14	[0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]	63.6332%	2000	0.5	1.0	0.502320
20	20, 19, 16, 14	[0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]	64.9332%	3000	0.5	1.0	0.502320
20	20, 19, 16, 14	[0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]	65.3197%	4000	0.5	1.0	0.502320
20	20, 19, 16, 14	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]	62.6845%	1000	0.5	1.0	0.501566
20	20, 19, 16, 14	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]	65.2143%	2000	0.5	1.0	0.501566
20	20, 19, 16, 14	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]	65.9171%	3000	0.5	1.0	0.501566
20	20, 19, 16, 14	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]	66.6550%	4000	0.5	1.0	0.501566
20	20, 19, 16, 14	[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1]	62.1223%	1000	0.5	1.0	0.499806
20	20, 19, 16, 14	[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1]	64.4413%	2000	0.5	1.0	0.499806
20	20, 19, 16, 14	[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1]	65.1089%	3000	0.5	1.0	0.499806
20	20, 19, 16, 14	[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1]	66.1279%	4000	0.5	1.0	0.499806
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	62.7547%	1000	0.5	1.0	0.502744
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	65.6360%	2000	0.5	1.0	0.502744
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	66.9009%	3000	0.5	1.0	0.502744
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	67.5685%	4000	0.5	1.0	0.502744
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]	62.7547%	1000	0.5, 0.25	0.5	0.502744
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0]	63.7386%	1000	0.5, 0.25	0.8, 0.2	0.507104
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	63.7386%	1000	0.5, 0.25	0.5	0.515059
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	63.3872%	1000	0.5, 0.25	0.8, 0.2	0.507323
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]	62.7547%	1000	0.5, 0.75	0.5	0.502744
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]	62.3331%	1000	0.5, 0.75	0.9, 0.1	0.525937
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	61.4547%	1000	0.5, 0.75	0.5	0.630205
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	62.3682%	1000	0.5, 0.75	0.9, 0.1	0.524860
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]	62.7547%	1000	0.5, 0.125	0.5	0.502744
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0]	62.6845%	1000	0.5, 0.125	0.9, 0.1	0.467168
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	59.5924%	1000	0.5, 0.125	0.5	0.324931
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	62.7899%	1000	0.5, 0.125	0.9, 0.1	0.465246
20	20, 19, 16, 14	[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]	62.7547%	1000	0.25, 0.5, 0.75	0.3333333333333333	0.502744
20	20, 19, 16, 14	[1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]	62.4034%	1000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.529288
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	61.2439%	1000	0.25, 0.5, 0.75	0.3333333333333333	0.598407
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	61.9466%	1000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.531189
20	20, 19, 16, 14	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0][1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]	62.7547%	1000	0.125, 0.25, 0.5, 0.75	0.25	0.502744
20	20, 19, 16, 14	[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0][0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1]	63.2115%	1000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.497660
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	60.8925%	1000	0.125, 0.25, 0.5, 0.75	0.25	0.489018
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	61.7006%	1000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.498269
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1]	62.7547%	2000	0.5, 0.25	0.5	0.502744
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0]	66.2333%	2000	0.5, 0.25	0.8, 0.2	0.507783
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	66.1279%	2000	0.5, 0.25	0.5	0.513716
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	66.2684%	2000	0.5, 0.25	0.8, 0.2	0.506178
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1]	62.7547%	2000	0.5, 0.75	0.5	0.502744
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0]	65.4954%	2000	0.5, 0.75	0.9, 0.1	0.528166
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	64.5467%	2000	0.5, 0.75	0.5	0.635317
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	65.4252%	2000	0.5, 0.75	0.9, 0.1	0.527523
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0]	62.7547%	2000	0.5, 0.125	0.5	0.502744
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]	65.6360%	2000	0.5, 0.125	0.9, 0.1	0.467117
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	63.2115%	2000	0.5, 0.125	0.5	0.325416
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	65.8819%	2000	0.5, 0.125	0.9, 0.1	0.466925
20	20, 19, 16, 14	[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0]	62.7547%	2000	0.25, 0.5, 0.75	0.3333333333333333	0.502744
20	20, 19, 16, 14	[1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]	66.5144%	2000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.528073
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	65.2495%	2000	0.25, 0.5, 0.75	0.3333333333333333	0.600157
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	65.4252%	2000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.530402
20	20, 19, 16, 14	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1][0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1]	62.7547%	2000	0.125, 0.25, 0.5, 0.75	0.25	0.502744
20	20, 19, 16, 14	[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1][1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]	65.7414%	2000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.494352
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	63.9845%	2000	0.125, 0.25, 0.5, 0.75	0.25	0.487701
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	65.5306%	2000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.495704
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1]	67.8145%	3000	0.5, 0.25	0.5	0.512741
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0]	67.0766%	3000	0.5, 0.25	0.8, 0.2	0.508263
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	67.3928%	3000	0.5, 0.25	0.5	0.513236
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	67.3226%	3000	0.5, 0.25	0.8, 0.2	0.508655
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1]	67.8145%	3000	0.5, 0.75	0.5	0.512741
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1]	66.6198%	3000	0.5, 0.75	0.9, 0.1	0.531001
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	65.7414%	3000	0.5, 0.75	0.5	0.634871
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	66.8658%	3000	0.5, 0.75	0.9, 0.1	0.530189
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0]	67.8145%	3000	0.5, 0.125	0.5	0.512741
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]	66.6901%	3000	0.5, 0.125	0.9, 0.1	0.468492
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	65.2846%	3000	0.5, 0.125	0.5	0.326105
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	66.9361%	3000	0.5, 0.125	0.9, 0.1	0.468250
20	20, 19, 16, 14	[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]	67.8145%	3000	0.25, 0.5, 0.75	0.3333333333333333	0.512741
20	20, 19, 16, 14	[1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0]	66.7955%	3000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.531733
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	66.6901%	3000	0.25, 0.5, 0.75	0.3333333333333333	0.597029
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	66.6901%	3000	0.25, 0.5, 0.75	0.1, 0.8, 0.1	0.530638
20	20, 19, 16, 14	[0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0][1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0]	67.8145%	3000	0.125, 0.25, 0.5, 0.75	0.25	0.512741
20	20, 19, 16, 14	[1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0][1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1]	66.4793%	3000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.496176
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	65.4954%	3000	0.125, 0.25, 0.5, 0.75	0.25	0.489502
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	66.5495%	3000	0.125, 0.25, 0.5, 0.75	0.1, 0.1, 0.7, 0.1	0.496462
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]	68.2361%	4000	0.5, 0.25	0.5	0.513134
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0][0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]	68.1307%	4000	0.5, 0.25	0.8, 0.2	0.509298
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	67.9550%	4000	0.5, 0.25	0.5	0.513101
20	20, 19, 16, 14	[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]	68.2010%	4000	0.5, 0.25	0.8, 0.2	0.508759
